County,State,Average Temperature,Latitude (generated),Longitude (generated),Year,Month
Henry,Iowa,26.55,40.9933,-91.5447,2017,12
Harrison,Iowa,24.85,41.6861,-95.84,2017,12
Hardin,Iowa,23.15,42.376,-93.2326,2017,12
Hancock,Iowa,21.98,43.0894,-93.7341,2017,12
Hamilton,Iowa,23.31,42.3873,-93.6974,2017,12
Guthrie,Iowa,25.06,41.6815,-94.5123,2017,12
Grundy,Iowa,23.37,42.3803,-92.7681,2017,12
Greene,Iowa,24.52,42.0384,-94.397,2017,12
Fremont,Iowa,27.63,40.7414,-95.6361,2017,12
Franklin,Iowa,23.15,42.7302,-93.2624,2017,12
Floyd,Iowa,20.9,43.0597,-92.7887,2017,12
Fayette,Iowa,21.55,42.8639,-91.8442,2017,12
Emmet,Iowa,19.79,43.3757,-94.6784,2017,12
Dubuque,Iowa,24.29,42.485,-90.8953,2017,12
Dickinson,Iowa,21.18,43.3759,-95.1509,2017,12
Des Moines,Iowa,27.73,40.885,-91.1962,2017,12
Delaware,Iowa,21.53,42.471,-91.3709,2017,12
Decatur,Iowa,28.02,40.7401,-93.786,2017,12
Davis,Iowa,27.24,40.7369,-92.4085,2017,12
Dallas,Iowa,25.4,41.6806,-94.0474,2017,12
Crawford,Iowa,24.23,42.0372,-95.3818,2017,12
Clinton,Iowa,23.02,41.8816,-90.5324,2017,12
Clayton,Iowa,21.53,42.8621,-91.3526,2017,12
Clay,Iowa,20.52,43.0784,-95.1509,2017,12
Clarke,Iowa,26.15,41.0282,-93.7857,2017,12
Chickasaw,Iowa,20.24,43.0488,-92.3177,2017,12
Cherokee,Iowa,22.21,42.742,-95.6238,2017,12
Cerro Gordo,Iowa,21.85,43.0793,-93.2608,2017,12
Cedar,Iowa,24.56,41.7722,-91.1322,2017,12
Cass,Iowa,25.56,41.335,-94.9277,2017,12
Carroll,Iowa,25.34,42.0384,-94.8606,2017,12
Calhoun,Iowa,23.56,42.3806,-94.6272,2017,12
Butler,Iowa,21.95,42.7342,-92.7904,2017,12
Buena Vista,Iowa,22.69,42.7359,-95.1507,2017,12
Buchanan,Iowa,20.66,42.4728,-91.845,2017,12
Bremer,Iowa,21.68,42.7701,-92.3182,2017,12
Boone,Iowa,25,42.037,-93.9317,2017,12
Black Hawk,Iowa,21.89,42.4762,-92.318,2017,12
Benton,Iowa,21.85,42.0802,-92.067,2017,12
Audubon,Iowa,24.34,41.6815,-94.9186,2017,12
Appanoose,Iowa,26.73,40.743,-92.868,2017,12
Allamakee,Iowa,20.94,43.2887,-91.3442,2017,12
Adams,Iowa,26.69,41.0282,-94.6995,2017,12
Adair,Iowa,25.84,41.3297,-94.4707,2017,12
