County,State,Average Temperature,Latitude (generated),Longitude (generated),Year,Month
Hamilton,Iowa,40.02,42.3873,-93.6974,2016,3
Guthrie,Iowa,43.23,41.6815,-94.5123,2016,3
Grundy,Iowa,39.77,42.3803,-92.7681,2016,3
Greene,Iowa,42.24,42.0384,-94.397,2016,3
Fremont,Iowa,46.4,40.7414,-95.6361,2016,3
Franklin,Iowa,39.74,42.7302,-93.2624,2016,3
Floyd,Iowa,39.97,43.0597,-92.7887,2016,3
Fayette,Iowa,38.42,42.8639,-91.8442,2016,3
Emmet,Iowa,37.73,43.3757,-94.6784,2016,3
Dubuque,Iowa,40.58,42.485,-90.8953,2016,3
Dickinson,Iowa,37.77,43.3759,-95.1509,2016,3
Des Moines,Iowa,45.94,40.885,-91.1962,2016,3
Delaware,Iowa,39,42.471,-91.3709,2016,3
Decatur,Iowa,46.06,40.7401,-93.786,2016,3
Davis,Iowa,43.77,40.7369,-92.4085,2016,3
Dallas,Iowa,43.52,41.6806,-94.0474,2016,3
Crawford,Iowa,41.42,42.0372,-95.3818,2016,3
Clinton,Iowa,40.1,41.8816,-90.5324,2016,3
Clayton,Iowa,37.66,42.8621,-91.3526,2016,3
Clay,Iowa,39.71,43.0784,-95.1509,2016,3
Clarke,Iowa,44.06,41.0282,-93.7857,2016,3
Chickasaw,Iowa,37.6,43.0488,-92.3177,2016,3
Cherokee,Iowa,40.35,42.742,-95.6238,2016,3
Cerro Gordo,Iowa,38.89,43.0793,-93.2608,2016,3
Cedar,Iowa,43.1,41.7722,-91.1322,2016,3
Cass,Iowa,43.29,41.335,-94.9277,2016,3
Carroll,Iowa,42.13,42.0384,-94.8606,2016,3
Calhoun,Iowa,41.37,42.3806,-94.6272,2016,3
Butler,Iowa,39.24,42.7342,-92.7904,2016,3
Buena Vista,Iowa,40.32,42.7359,-95.1507,2016,3
Buchanan,Iowa,38.44,42.4728,-91.845,2016,3
Bremer,Iowa,38.92,42.7701,-92.3182,2016,3
Boone,Iowa,41.85,42.037,-93.9317,2016,3
Black Hawk,Iowa,40.69,42.4762,-92.318,2016,3
Benton,Iowa,40.44,42.0802,-92.067,2016,3
Audubon,Iowa,42.05,41.6815,-94.9186,2016,3
Appanoose,Iowa,44.87,40.743,-92.868,2016,3
Allamakee,Iowa,37.13,43.2887,-91.3442,2016,3
Adams,Iowa,44.08,41.0282,-94.6995,2016,3
Adair,Iowa,43.71,41.3297,-94.4707,2016,3
