County,State,Average Temperature,Latitude (generated),Longitude (generated),Year,Month
Marshall,Iowa,71.98,42.0363,-92.9991,2016,8
Marion,Iowa,73.63,41.3353,-93.0995,2016,8
Mahaska,Iowa,74.27,41.3323,-92.6409,2016,8
Madison,Iowa,72.69,41.3347,-94.0158,2016,8
Lyon,Iowa,71.31,43.3789,-96.1922,2016,8
Lucas,Iowa,72.23,41.0271,-93.3276,2016,8
Louisa,Iowa,74.1,41.2473,-91.2998,2016,8
Linn,Iowa,74.35,42.0798,-91.5998,2016,8
Lee,Iowa,75.63,40.5953,-91.5386,2016,8
Kossuth,Iowa,69.82,43.2073,-94.2065,2016,8
Keokuk,Iowa,74.39,41.3368,-92.1791,2016,8
Jones,Iowa,71.9,42.1213,-91.1314,2016,8
Johnson,Iowa,73.95,41.645,-91.5998,2016,8
Jefferson,Iowa,74.24,41.036,-91.9487,2016,8
Jasper,Iowa,72.87,41.6847,-93.0574,2016,8
Jackson,Iowa,72.19,42.2091,-90.6306,2016,8
Iowa,Iowa,73.6,41.6805,-92.067,2016,8
Ida,Iowa,71.08,42.3883,-95.4964,2016,8
Humboldt,Iowa,70.61,42.7806,-94.2073,2016,8
Howard,Iowa,71.03,43.3561,-92.3172,2016,8
Henry,Iowa,73.48,40.9933,-91.5447,2016,8
Harrison,Iowa,73.4,41.6861,-95.84,2016,8
Hardin,Iowa,71.63,42.376,-93.2326,2016,8
Hancock,Iowa,71.16,43.0894,-93.7341,2016,8
Hamilton,Iowa,70.47,42.3873,-93.6974,2016,8
Guthrie,Iowa,71.85,41.6815,-94.5123,2016,8
Grundy,Iowa,71.32,42.3803,-92.7681,2016,8
Greene,Iowa,72.05,42.0384,-94.397,2016,8
Fremont,Iowa,73.16,40.7414,-95.6361,2016,8
Franklin,Iowa,71.45,42.7302,-93.2624,2016,8
Floyd,Iowa,70.58,43.0597,-92.7887,2016,8
Fayette,Iowa,71.08,42.8639,-91.8442,2016,8
Emmet,Iowa,69.31,43.3757,-94.6784,2016,8
Dubuque,Iowa,72.69,42.485,-90.8953,2016,8
Dickinson,Iowa,70.02,43.3759,-95.1509,2016,8
Des Moines,Iowa,74.92,40.885,-91.1962,2016,8
Delaware,Iowa,70.71,42.471,-91.3709,2016,8
Decatur,Iowa,75.61,40.7401,-93.786,2016,8
Davis,Iowa,73.95,40.7369,-92.4085,2016,8
Dallas,Iowa,73.24,41.6806,-94.0474,2016,8
Crawford,Iowa,71,42.0372,-95.3818,2016,8
Clinton,Iowa,72.19,41.8816,-90.5324,2016,8
Clayton,Iowa,70.31,42.8621,-91.3526,2016,8
Clay,Iowa,70.98,43.0784,-95.1509,2016,8
Clarke,Iowa,74.15,41.0282,-93.7857,2016,8
Chickasaw,Iowa,69.97,43.0488,-92.3177,2016,8
Cherokee,Iowa,71.06,42.742,-95.6238,2016,8
Cerro Gordo,Iowa,70.55,43.0793,-93.2608,2016,8
Cedar,Iowa,73.9,41.7722,-91.1322,2016,8
Cass,Iowa,72.61,41.335,-94.9277,2016,8
Carroll,Iowa,71.73,42.0384,-94.8606,2016,8
Calhoun,Iowa,71.69,42.3806,-94.6272,2016,8
Butler,Iowa,71.05,42.7342,-92.7904,2016,8
Buena Vista,Iowa,70.82,42.7359,-95.1507,2016,8
Buchanan,Iowa,70.18,42.4728,-91.845,2016,8
Bremer,Iowa,71.98,42.7701,-92.3182,2016,8
Boone,Iowa,71.74,42.037,-93.9317,2016,8
Black Hawk,Iowa,71.87,42.4762,-92.318,2016,8
Benton,Iowa,71.05,42.0802,-92.067,2016,8
Audubon,Iowa,70.69,41.6815,-94.9186,2016,8
Appanoose,Iowa,74.16,40.743,-92.868,2016,8
Allamakee,Iowa,70.02,43.2887,-91.3442,2016,8
Adams,Iowa,72.61,41.0282,-94.6995,2016,8
Adair,Iowa,72.56,41.3297,-94.4707,2016,8
