County,State,Average Temperature,Latitude (generated),Longitude (generated),Year,Month
Ida,Iowa,38.42,42.3883,-95.4964,2018,4
Humboldt,Iowa,36.88,42.7806,-94.2073,2018,4
Howard,Iowa,33.12,43.3561,-92.3172,2018,4
Henry,Iowa,41.15,40.9933,-91.5447,2018,4
Harrison,Iowa,42.08,41.6861,-95.84,2018,4
Hardin,Iowa,37.55,42.376,-93.2326,2018,4
Hancock,Iowa,35.48,43.0894,-93.7341,2018,4
Hamilton,Iowa,37.1,42.3873,-93.6974,2018,4
Guthrie,Iowa,40.37,41.6815,-94.5123,2018,4
Grundy,Iowa,37.65,42.3803,-92.7681,2018,4
Greene,Iowa,38.72,42.0384,-94.397,2018,4
Fremont,Iowa,41.93,40.7414,-95.6361,2018,4
Franklin,Iowa,36.62,42.7302,-93.2624,2018,4
Floyd,Iowa,36.88,43.0597,-92.7887,2018,4
Fayette,Iowa,36.32,42.8639,-91.8442,2018,4
Emmet,Iowa,32.42,43.3757,-94.6784,2018,4
Dubuque,Iowa,38.75,42.485,-90.8953,2018,4
Dickinson,Iowa,35.95,43.3759,-95.1509,2018,4
Des Moines,Iowa,44.38,40.885,-91.1962,2018,4
Delaware,Iowa,35.95,42.471,-91.3709,2018,4
Decatur,Iowa,42.67,40.7401,-93.786,2018,4
Davis,Iowa,42.02,40.7369,-92.4085,2018,4
Dallas,Iowa,40.67,41.6806,-94.0474,2018,4
Crawford,Iowa,38.03,42.0372,-95.3818,2018,4
Clinton,Iowa,37.8,41.8816,-90.5324,2018,4
Clayton,Iowa,35.4,42.8621,-91.3526,2018,4
Clay,Iowa,36.05,43.0784,-95.1509,2018,4
Clarke,Iowa,40.98,41.0282,-93.7857,2018,4
Chickasaw,Iowa,34.27,43.0488,-92.3177,2018,4
Cherokee,Iowa,36.32,42.742,-95.6238,2018,4
Cerro Gordo,Iowa,34.68,43.0793,-93.2608,2018,4
Cedar,Iowa,41.93,41.7722,-91.1322,2018,4
Cass,Iowa,40.68,41.335,-94.9277,2018,4
Carroll,Iowa,39.22,42.0384,-94.8606,2018,4
Calhoun,Iowa,38.28,42.3806,-94.6272,2018,4
Butler,Iowa,35.73,42.7342,-92.7904,2018,4
Buena Vista,Iowa,36.63,42.7359,-95.1507,2018,4
Buchanan,Iowa,37.38,42.4728,-91.845,2018,4
Bremer,Iowa,36.68,42.7701,-92.3182,2018,4
Boone,Iowa,39.32,42.037,-93.9317,2018,4
Black Hawk,Iowa,38.07,42.4762,-92.318,2018,4
Benton,Iowa,36.82,42.0802,-92.067,2018,4
Audubon,Iowa,38.52,41.6815,-94.9186,2018,4
Appanoose,Iowa,41.65,40.743,-92.868,2018,4
Allamakee,Iowa,35.45,43.2887,-91.3442,2018,4
Adams,Iowa,41.3,41.0282,-94.6995,2018,4
Adair,Iowa,41.07,41.3297,-94.4707,2018,4
